date,TH100,VAX100,CC100,CD100,stringencyPHM,stringencyIndex,wave,evidence_rate,country_source_rate,neutral_frame_rate,moderate_frame_rate,dangerous_frame_rate,neutral_measure_rate,mitigation_measure_rate,suppression_measure_rate,source_rate,neutral_emotion_rate,negative_emotion_rate,positive_emotion_rate,evidence_full
2020-07-01,12.029197080291972,NA,0.4420772303595206,3.7593984962406015,43,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-02,11.474452554744525,NA,0.37283621837549935,3.7593984962406015,43,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-03,10.978102189781023,NA,0.4633821571238349,2.2556390977443606,43,43,1,28.018223234624134,0,41.00227790432802,21.64009111617312,37.357630979498865,49.65831435079727,26.42369020501139,23.917995444191344,16.628701594533087,57.1753986332574,31.890660592255127,10.933940774487471,41.00227790432802
2020-07-04,10.861313868613138,NA,0.49001331557922767,4.511278195488721,43,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-05,11.036496350364963,NA,0.2822902796271638,0.7518796992481203,43,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-06,10.16058394160584,NA,0.34620505992010653,5.263157894736842,43,43,1,21.634615384615387,0,59.61538461538461,8.653846153846153,31.73076923076923,29.326923076923077,21.153846153846153,49.519230769230774,22.59615384615385,57.21153846153846,35.09615384615385,7.6923076923076925,39.42307692307692
2020-07-07,9.693430656934307,NA,0.559254327563249,2.2556390977443606,43,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-08,9.021897810218977,NA,0.6551264980026631,3.007518796992481,43,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-09,9.313868613138686,NA,0.644474034620506,0.7518796992481203,43,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-10,9.167883211678832,NA,0.5166444740346205,1.5037593984962405,43,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-11,8.963503649635037,NA,0.5752330226364847,3.7593984962406015,43,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-12,8.934306569343066,NA,0.3941411451398136,0.7518796992481203,43,43,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-13,8.613138686131387,NA,0.7296937416777629,3.007518796992481,43,43,2,6.481481481481477,0,51.388888888888886,24.537037037037038,24.074074074074073,14.814814814814813,39.351851851851855,45.83333333333333,8.796296296296301,58.79629629629629,31.944444444444443,9.25925925925926,13.425925925925927
2020-07-14,8.321167883211679,NA,0.6551264980026631,0.7518796992481203,43,43,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-15,8.087591240875911,NA,0.8255659121171771,3.7593984962406015,43,43,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-16,7.591240875912408,NA,0.7296937416777629,2.2556390977443606,43,43,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-17,7.240875912408759,NA,0.9427430093209054,2.2556390977443606,43,43,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-18,7.328467153284672,NA,1.0386151797603196,0,45.5,45.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-19,7.328467153284672,NA,0.5912117177097204,0.7518796992481203,45.5,45.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-20,7.211678832116789,NA,0.766977363515313,0.7518796992481203,45.5,45.5,2,17.73584905660378,0,49.81132075471698,23.39622641509434,26.79245283018868,26.41509433962264,41.88679245283019,31.69811320754717,14.716981132075471,61.13207547169811,26.41509433962264,12.452830188679245,31.69811320754717
2020-07-21,6.86131386861314,NA,1.0279627163781624,0.7518796992481203,45.5,45.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-22,6.452554744525547,NA,0.9960053262316911,3.007518796992481,45.5,45.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-23,6.423357664233577,NA,0.8575233022636485,2.2556390977443606,45.5,45.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-24,6.014598540145986,NA,0.8149134487350199,0,45.5,45.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-25,5.751824817518248,NA,0.7723035952063915,1.5037593984962405,45.5,45.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-26,5.839416058394161,NA,0.5645805592543276,0,45.5,45.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-27,5.635036496350365,NA,0.6018641810918774,0.7518796992481203,45.5,45.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-28,5.547445255474453,NA,0.7350199733688415,0.7518796992481203,45.5,45.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-29,6.072992700729927,NA,0.9214380825565912,0.7518796992481203,45.5,45.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-30,5.518248175182482,NA,0.8521970705725699,3.007518796992481,45.5,45.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-31,5.1678832116788325,NA,0.6551264980026631,0.7518796992481203,45.5,45.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-01,5.021897810218978,NA,0.6551264980026631,1.5037593984962405,45.5,45.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-02,5.021897810218978,NA,0.5432756324900133,0.7518796992481203,45.5,45.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-03,4.934306569343065,NA,0.7456724367509987,0.7518796992481203,45.5,45.5,2,20.481927710843355,0,58.43373493975904,11.44578313253012,30.120481927710845,51.80722891566265,31.92771084337349,16.265060240963855,22.289156626506017,68.07228915662651,25.301204819277107,6.626506024096386,38.55421686746988
2020-08-04,4.875912408759124,NA,0.7882822902796272,0,45.5,45.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-05,4.817518248175182,NA,0.6924101198402131,1.5037593984962405,45.5,45.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-06,4.437956204379562,NA,0.5645805592543276,3.7593984962406015,45.5,45.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-07,4.525547445255475,NA,0.6604527296937417,0.7518796992481203,45.5,45.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-08,4.554744525547445,NA,0.6391478029294274,1.5037593984962405,45.5,45.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-09,4.583941605839416,NA,0.4846870838881492,0.7518796992481203,45.5,45.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-10,4.408759124087592,NA,0.43675099866844214,0.7518796992481203,45.5,45.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-11,4.408759124087592,NA,0.596537949400799,2.2556390977443606,45.5,45.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-12,4.350364963503649,NA,0.5326231691078562,3.007518796992481,45.5,45.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-13,4.408759124087592,NA,0.4420772303595206,1.5037593984962405,45.5,45.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-14,4.350364963503649,NA,0.34620505992010653,0.7518796992481203,45.5,45.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-15,4.350364963503649,NA,0.3195739014647137,2.2556390977443606,45.5,45.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-16,4.233576642335766,NA,0.255659121171771,2.2556390977443606,45.5,45.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-17,4.233576642335766,NA,0.28761651131824234,1.5037593984962405,45.5,45.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-18,4.262773722627737,NA,0.474034620505992,0,45.5,45.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-19,4.262773722627737,NA,0.49533954727030627,3.007518796992481,45.5,45.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-20,3.9708029197080297,NA,0.5699067909454061,2.2556390977443606,45.5,45.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-21,3.6204379562043796,NA,0.5432756324900133,2.2556390977443606,45.5,45.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-22,3.4160583941605838,NA,0.474034620505992,0.7518796992481203,45.5,45.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-23,3.3576642335766427,NA,0.25033288948069243,2.2556390977443606,45.5,45.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-24,3.445255474452555,NA,0.28761651131824234,1.5037593984962405,45.5,45.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-25,3.0948905109489053,NA,0.6711051930758988,0.7518796992481203,45.5,45.5,2,18.71657754010693,0,50.26737967914438,22.994652406417114,26.737967914438503,63.101604278074866,24.06417112299465,12.834224598930483,29.411764705882355,66.31016042780749,25.668449197860966,8.0213903743315509,41.17647058823529
2020-08-26,3.3576642335766427,NA,0.7030625832223701,0.7518796992481203,45.5,45.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-27,3.4160583941605838,NA,0.5539280958721704,0,45.5,45.5,2,16.90140845070424,0,61.502347417840376,19.248826291079812,19.248826291079812,61.502347417840376,13.145539906103288,25.352112676056336,34.741784037558695,84.03755868544602,12.206572769953052,3.755868544600939,49.29577464788733
2020-08-28,3.4160583941605838,NA,0.6977363515312915,4.511278195488721,45.5,45.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-29,3.386861313868613,NA,0.6391478029294274,2.2556390977443606,45.5,45.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-30,3.2700729927007304,NA,0.6338215712383488,0,45.5,45.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-31,3.2116788321167884,NA,0.7083888149134487,0.7518796992481203,45.5,45.5,2,17.2972972972973,0,37.2972972972973,25.945945945945947,36.75675675675676,44.86486486486487,16.756756756756758,38.37837837837838,15.135135135135123,35.13513513513514,51.35135135135135,13.513513513513514,29.72972972972973
2020-09-01,3.0948905109489053,NA,0.9906790945406125,0,45.5,45.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-02,2.832116788321168,NA,0.8948069241011984,0.7518796992481203,49,49,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-03,2.8905109489051095,NA,1.1611185086551266,1.5037593984962405,49,49,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-04,2.6569343065693434,NA,1.0812250332889481,0.7518796992481203,49,49,2,24.46043165467624,0,62.23021582733813,15.467625899280577,22.302158273381295,58.992805755395686,6.83453237410072,34.172661870503596,21.942446043165454,66.18705035971223,23.741007194244602,10.071942446043165,41.36690647482014
2020-09-05,2.8905109489051095,NA,1.1717709720372835,2.2556390977443606,49,49,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-06,2.978102189781022,NA,1.0279627163781624,0,49,49,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-07,2.978102189781022,NA,0.8042609853528628,1.5037593984962405,49,49,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-08,3.2116788321167884,NA,1.1078561917443408,0,49,49,2,12.091503267973883,0,53.92156862745098,16.666666666666664,29.411764705882355,37.254901960784316,15.359477124183007,47.385620915032675,16.33986928104576,68.62745098039215,26.143790849673206,5.228758169934641,23.856209150326798
2020-09-09,3.386861313868613,NA,1.3262316910785619,3.007518796992481,49,49,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-10,3.5036496350364965,NA,1.3049267643142477,1.5037593984962405,49,49,2,15.789473684210522,0,57.89473684210527,14.285714285714285,27.819548872180448,44.3609022556391,12.030075187969924,43.609022556390975,9.77443609022557,59.3984962406015,39.849624060150376,0.7518796992481203,24.06015037593985
2020-09-11,3.5620437956204376,NA,1.8428761651131824,0,49,49,2,35.483870967741915,0,61.935483870967744,8.38709677419355,29.677419354838708,50.32258064516129,24.516129032258064,25.161290322580644,16.774193548387082,69.6774193548387,20.64516129032258,9.67741935483871,46.45161290322581
2020-09-12,3.5328467153284673,NA,1.762982689747004,1.5037593984962405,51.1,51.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-13,3.5328467153284673,NA,1.5233022636484688,2.2556390977443606,51.1,51.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-14,3.795620437956204,NA,1.3475366178428763,3.007518796992481,51.1,51.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-15,3.708029197080292,NA,1.7310252996005324,1.5037593984962405,51.1,51.1,2,25.294117647058812,0,37.35294117647059,9.411764705882353,53.23529411764706,48.529411764705884,7.352941176470589,44.11764705882353,13.52941176470587,37.35294117647059,58.235294117647065,4.411764705882353,36.470588235294116
2020-09-16,3.8832116788321165,NA,1.7310252996005324,2.2556390977443606,51.1,51.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-17,3.8832116788321165,NA,1.9280958721704395,2.2556390977443606,51.1,51.1,2,27.731092436974762,0,65.96638655462185,10.92436974789916,23.10924369747899,65.12605042016807,13.865546218487395,21.008403361344538,22.68907563025214,74.36974789915966,16.80672268907563,8.823529411764707,42.857142857142854
2020-09-18,3.737226277372263,NA,2.6418109187749668,5.263157894736842,51.1,51.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-19,3.9416058394160585,NA,2.396804260985353,4.511278195488721,51.1,51.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-20,4.233576642335766,NA,2.673768308921438,2.2556390977443606,51.1,51.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-21,4.817518248175182,NA,2.7163781624500665,1.5037593984962405,51.1,51.1,2,16.73819742489271,0,55.793991416309005,15.450643776824036,28.75536480686695,35.1931330472103,9.871244635193133,54.93562231759657,22.3175965665236,51.50214592274678,41.63090128755365,6.866952789699571,32.18884120171674
2020-09-22,5.109489051094891,NA,2.854860186418109,3.007518796992481,51.1,51.1,2,20.912547528517113,0,55.51330798479087,4.182509505703422,40.3041825095057,65.39923954372624,6.844106463878327,27.756653992395435,20.912547528517102,60.836501901140686,33.840304182509506,5.323193916349809,33.07984790874524
2020-09-23,5.372262773722627,NA,3.5206391478029295,3.007518796992481,51.1,51.1,2,0,NA,49.09090909090909,12.727272727272727,38.18181818181819,21.818181818181817,0,78.18181818181819,30.909090909090914,32.72727272727273,67.27272727272727,0,30.909090909090907
2020-09-24,5.81021897810219,NA,3.930758988015979,5.263157894736842,51.1,51.1,2,22.265625,0,44.53125,20.3125,35.15625,45.3125,10.15625,44.53125,16.40625,47.65625,40.625,11.71875,30.078125
2020-09-25,6.335766423357664,NA,4.207723035952064,1.5037593984962405,51.1,51.1,2,14.644351464435129,0,35.56485355648535,28.451882845188287,35.98326359832636,50.627615062761514,7.112970711297072,42.25941422594142,14.644351464435127,53.55648535564853,31.799163179916317,14.644351464435147,24.686192468619247
2020-09-26,6.218978102189781,NA,4.66577896138482,4.511278195488721,51.1,51.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-27,6.072992700729927,NA,4.910785619174434,2.2556390977443606,51.1,51.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-28,7.036496350364964,NA,4.633821571238348,5.263157894736842,51.1,51.1,2,7.377049180327871,0,27.86885245901639,43.44262295081967,28.688524590163933,13.934426229508196,17.21311475409836,68.85245901639344,2.4590163934426243,47.540983606557376,48.36065573770492,4.098360655737705,9.836065573770492
2020-09-29,7.357664233576642,NA,5.193075898801598,6.015037593984962,51.1,51.1,2,19.774011299435024,0,48.58757062146893,12.994350282485875,38.4180790960452,49.717514124293785,10.16949152542373,40.11299435028249,6.779661016949157,59.887005649717516,38.983050847457626,1.1299435028248588,24.858757062146893
2020-09-30,7.678832116788321,NA,5.699067909454062,6.7669172932330826,51.1,51.1,2,3.9999999999999973,0,49.5,22.5,28.000000000000004,5,5,90,11.49999999999999,58.5,40.5,1,13
2020-10-01,8.321167883211679,NA,5.938748335552597,6.015037593984962,59.1,59.1,2,14.225941422594158,0,44.76987447698745,33.054393305439326,22.17573221757322,28.870292887029287,17.99163179916318,53.13807531380753,16.736401673640167,66.52719665271967,32.21757322175732,1.2552301255230125,27.19665271966527
2020-10-02,8.963503649635037,NA,6.9560585885486015,4.511278195488721,59.1,59.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-03,9.197080291970803,NA,5.5392809587217045,7.518796992481203,59.1,59.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-04,9.985401459854016,NA,4.910785619174434,8.270676691729323,59.1,59.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-05,11.007299270072993,NA,4.2982689747004,6.7669172932330826,59.1,59.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-06,11.211678832116787,NA,5.837549933422103,9.774436090225564,59.1,59.1,2,44.15584415584416,0,58.44155844155844,0,41.55844155844156,62.33766233766234,7.792207792207792,29.87012987012987,10.389610389610388,45.45454545454545,54.54545454545454,0,54.54545454545454
2020-10-07,11.64963503649635,NA,5.310252996005326,12.030075187969924,59.1,59.1,2,25.263157894736842,0,30,10,60,62.63157894736842,3.684210526315789,33.68421052631579,12.105263157894743,47.368421052631575,48.94736842105264,3.684210526315789,32.10526315789474
2020-10-08,11.795620437956204,NA,5.869507323568575,6.7669172932330826,59.1,59.1,2,10.276679841897236,0,61.6600790513834,20.55335968379447,17.786561264822133,31.620553359683797,13.83399209486166,54.54545454545454,15.415019762845816,75.49407114624506,21.73913043478261,2.766798418972332,20.55335968379447
2020-10-09,12.145985401459853,NA,5.656458055925433,5.263157894736842,59.1,59.1,2,42.50000000000001,0,36.25,22.5,41.25,56.25,2.5,41.25,0,33.75,53.75,12.5,42.5
2020-10-10,11.912408759124087,NA,5.139813581890812,12.781954887218044,59.1,59.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-11,12.437956204379562,NA,5.230359520639148,7.518796992481203,59.1,59.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-12,12.759124087591243,NA,3.7070572569906792,6.015037593984962,59.1,59.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-13,13.313868613138686,NA,5.464713715046605,9.022556390977442,59.1,59.1,2,22.543352601156084,0,47.97687861271676,21.38728323699422,30.63583815028902,45.664739884393065,17.341040462427745,36.99421965317919,16.1849710982659,56.64739884393064,30.057803468208093,13.294797687861271,30.057803468208093
2020-10-14,13.43065693430657,NA,6.284953395472703,12.781954887218044,59.1,59.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-15,13.664233576642335,NA,6.252996005326232,6.7669172932330826,59.1,59.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-16,13.956204379562042,NA,6.663115845539281,16.541353383458645,59.1,59.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-17,14.364963503649635,NA,4.772303595206392,6.015037593984962,59.1,59.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-18,14.540145985401459,NA,4.239680426098536,10.526315789473683,59.1,59.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-19,15.445255474452555,NA,4.697736351531292,15.037593984962406,59.1,59.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-20,15.416058394160585,NA,5.661784287616511,7.518796992481203,59.1,59.1,2,27.272727272727266,0,52.15311004784689,21.052631578947366,26.794258373205743,59.80861244019139,4.784688995215311,35.406698564593306,11.004784688995233,59.80861244019139,33.014354066985646,7.177033492822966,35.406698564593306
2020-10-21,15.007299270072993,NA,5.182423435419441,18.045112781954884,59.1,59.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-22,14.686131386861314,NA,4.905459387483355,14.285714285714285,59.1,59.1,2,36.194029850746254,0,38.80597014925373,7.835820895522389,53.35820895522389,60.07462686567165,3.3582089552238807,36.56716417910448,7.462686567164183,40.67164179104478,55.223880597014926,4.104477611940299,40.298507462686565
2020-10-23,15.007299270072993,NA,5.475366178428762,11.278195488721805,59.1,59.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-24,15.094890510948906,NA,4.772303595206392,13.533834586466165,59.1,59.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-25,14.861313868613138,NA,4.766977363515313,12.030075187969924,59.1,59.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-26,15.386861313868613,NA,3.8242343541944077,15.037593984962406,59.1,59.1,2,37.81094527363186,0,32.33830845771145,26.368159203980102,41.29353233830846,54.72636815920397,10.44776119402985,34.82587064676617,10.447761194029846,40.298507462686565,53.233830845771145,6.467661691542288,43.28358208955223
2020-10-27,15.357664233576642,NA,5.709720372836218,11.278195488721805,59.1,59.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-28,14.861313868613138,NA,4.953395472703063,17.293233082706767,59.1,59.1,2,25.49019607843137,0,27.450980392156865,31.372549019607842,41.17647058823529,43.13725490196079,13.725490196078432,43.13725490196079,17.647058823529417,41.17647058823529,58.82352941176471,0,29.411764705882355
2020-10-29,15.036496350364963,NA,5.411451398135819,12.030075187969924,59.1,59.1,2,24.870466321243516,0,39.89637305699482,18.65284974093264,41.45077720207254,57.51295336787565,12.435233160621761,30.05181347150259,9.844559585492227,55.44041450777202,35.751295336787564,8.808290155440414,30.05181347150259
2020-10-30,14.715328467153284,NA,5.193075898801598,15.789473684210526,59.1,59.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-31,14.481751824817518,NA,5.683089214380826,21.052631578947366,59.1,59.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01,14.56934306569343,NA,4.868175765645805,13.533834586466165,59.1,59.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-02,15.386861313868613,NA,4.415446071904128,9.022556390977442,60.5,60.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-03,15.766423357664234,NA,5.683089214380826,13.533834586466165,60.5,60.5,2,53.374233128834334,0,39.87730061349693,15.950920245398773,44.171779141104295,76.68711656441718,2.4539877300613497,20.858895705521473,11.656441717791427,38.65030674846626,38.65030674846626,22.699386503067483,58.282208588957054
2020-11-04,15.737226277372262,NA,6.082556591211718,15.789473684210526,60.5,60.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-05,15.766423357664234,NA,7.121171770972038,12.781954887218044,60.5,60.5,2,27.083333333333336,0,54.166666666666664,15.625,30.208333333333332,74.47916666666666,9.375,16.145833333333336,17.708333333333336,68.22916666666666,27.604166666666668,4.166666666666666,41.66666666666667
2020-11-06,15.328467153284672,NA,6.721704394141145,19.548872180451127,60.5,60.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-07,15.416058394160585,NA,6.780292942743009,14.285714285714285,60.5,60.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-08,15.795620437956204,NA,6.4820239680426095,21.052631578947366,60.5,60.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-09,15.62043795620438,NA,6.929427430093209,20.30075187969925,60.5,60.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-10,16.75912408759124,NA,6.743009320905459,22.55639097744361,60.5,60.5,2,42.783505154639165,0,46.391752577319586,10.309278350515463,43.29896907216495,56.18556701030928,27.835051546391753,15.979381443298967,22.164948453608243,58.24742268041238,31.443298969072163,10.309278350515463,53.608247422680414
2020-11-11,17.05109489051095,NA,6.7163781624500665,20.30075187969925,60.5,60.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12,17.05109489051095,NA,7.435419440745672,26.31578947368421,60.5,60.5,2,34.782608695652186,0,51.63043478260869,9.239130434782608,39.130434782608695,51.08695652173913,12.5,36.41304347826087,21.195652173913025,57.065217391304344,40.21739130434783,2.717391304347826,46.73913043478261
2020-11-13,17.05109489051095,NA,7.541944074567243,15.037593984962406,60.5,60.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-14,17.167883211678834,NA,6.061251664447403,21.052631578947366,60.5,60.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-15,17.284671532846716,NA,5.912117177097204,18.045112781954884,60.5,60.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-16,18.656934306569344,NA,5.501997336884155,19.548872180451127,60.5,60.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-17,19.065693430656935,NA,6.732356857523303,21.804511278195488,60.5,60.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-18,19.065693430656935,NA,6.647137150466046,22.55639097744361,60.5,60.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-19,18.248175182481752,NA,6.306258322237017,21.804511278195488,60.5,60.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
