date,vax,SPHM,TH,CC,CD,VAX100,TH100,CC100,CD100,evidence_rate,country_source_rate,neutral_frame_rate,moderate_frame_rate,dangerous_frame_rate,neutral_measure_rate,mitigation_measure_rate,suppression_measure_rate,source_rate,neutral_emotion_rate,negative_emotion_rate,positive_emotion_rate,evidence_full
2021-01-03,NA,61.79,2651,2754,83,NA,95.4971181556196,5.1112637107700305,68.59504132231406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-04,9317,61.79,2771,6982,86,8.239618985530866,99.81988472622479,12.958185631298601,71.07438016528926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-05,9317,61.79,2776,7546,93,8.239618985530866,100,14.004936805181789,76.85950413223141,31.68316831683168,0,30.693069306930692,14.85148514851485,54.45544554455446,71.28712871287128,14.85148514851485,13.861386138613863,15.841584158415834,56.43564356435643,42.57425742574257,0.9900990099009901,31.683168316831683
2021-01-06,9317,61.79,2774,5028,82,8.239618985530866,99.92795389048992,9.331675358660753,67.76859504132231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-07,9317,63.57,2700,7148,103,8.239618985530866,97.26224783861672,13.26627196971103,85.12396694214877,71.19565217391303,6.106870229007625,60.86956521739131,8.152173913043478,30.978260869565215,54.347826086956516,29.347826086956523,16.304347826086957,17.391304347826093,77.71739130434783,20.108695652173914,2.1739130434782608,71.19565217391305
2021-01-08,9317,63.57,2629,5690,99,8.239618985530866,94.70461095100865,10.560308828715131,81.81818181818183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-09,9317,63.57,2607,4735,89,8.239618985530866,93.91210374639769,8.787884411944843,73.55371900826447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-10,9317,63.57,2593,2317,92,8.239618985530866,93.4077809798271,4.300217145190327,76.03305785123968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-11,9317,63.57,2601,4648,89,8.239618985530866,93.69596541786743,8.626417475547967,73.55371900826447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-12,9317,63.57,2613,5334,89,8.239618985530866,94.12824207492795,9.899593548746312,73.55371900826447,28.21782178217822,14.035087719298245,66.33663366336634,1.4851485148514851,32.17821782178218,65.34653465346535,31.683168316831683,2.9702970297029703,7.920792079207918,67.82178217821783,25.742574257425744,6.435643564356436,28.217821782178216
2021-01-13,9317,63.57,2540,6595,91,8.239618985530866,91.49855907780979,12.23993615560216,75.20661157024794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-14,9317,63.57,2505,4743,95,8.239618985530866,90.23775216138328,8.802731946326164,78.51239669421489,53.78486055776889,8.148148148148133,43.02788844621514,6.772908366533864,50.199203187250994,80.47808764940238,11.553784860557768,7.968127490039841,19.521912350597606,51.79282868525896,44.6215139442231,3.5856573705179287,53.78486055776892
2021-01-15,9317,63.57,2301,4205,90,8.239618985530866,82.88904899135446,7.804235259182272,74.3801652892562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-16,9317,63.57,2290,2160,83,8.239618985530866,82.492795389049,4.008834282956887,68.59504132231406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-17,9317,63.57,2279,1250,61,8.239618985530866,82.096541786743515,2.3199272470815315,50.413223140495866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-18,10370,63.57,2270,2111,72,9.193060610999439,81.77233429394812,3.9178931348712904,59.50413223140496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-19,11423,63.57,2249,4732,92,10.146502236468011,81.01585014409221,8.782316586551845,76.03305785123968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-20,12476,63.57,2091,4946,87,11.099943861936582,75.3242074927954,9.179488131252205,71.900826446281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-21,13529,63.57,2079,4196,88,12.053385487405153,74.89193083573487,7.787531783003285,72.72727272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-22,14582,63.57,1925,3722,59,13.006827112873726,69.34438040345822,6.907815370909969,48.760330578512395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-23,15635,63.57,1914,2368,64,13.960268738342297,68.94812680115274,4.394870176871253,52.892561983471076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-24,16688,63.57,1909,1147,51,14.91371036381087,68.76801152737752,2.1287652419220136,42.14876033057851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-25,16174,63.57,1940,1884,59,14.44830770902374,69.88472622478386,3.496594346801284,48.760330578512395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-26,15659,63.57,1927,4186,67,13.981999601600839,69.4164265129683,7.768972365026633,55.371900826446286,38.59649122807016,18.18181818181819,71.9298245614035,5.263157894736842,22.807017543859647,72.80701754385966,21.929824561403507,5.263157894736842,11.403508771929829,82.45614035087719,12.280701754385964,5.263157894736842,38.59649122807017
2021-01-27,15144,63.57,1833,4105,54,13.51569149417794,66.03025936599424,7.61864107941575,44.62809917355372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-28,14629,63.57,1829,2368,55,13.04938338675504,65.88616714697406,4.394870176871253,45.45454545454545,35.49783549783551,6.097560975609755,62.33766233766234,8.658008658008658,29.004329004329005,70.56277056277057,25.108225108225106,4.329004329004329,12.987012987012985,70.12987012987013,19.480519480519483,10.38961038961039,35.4978354978355
2021-01-29,14114,63.57,1685,4252,58,12.583075279332137,60.69884726224784,7.891464523672538,47.93388429752066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-30,13599,63.57,1669,2695,57,12.116767171909238,60.122478386167145,5.001763144707782,47.107438016528924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-31,13084,63.57,1661,1164,39,11.650459064486336,59.834293948126806,2.160316252482322,32.231404958677686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-01,13266,63.57,1598,1551,46,11.815251444196955,57.56484149855908,2.8785657281787644,38.01652892561984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-02,13448,63.57,1583,4315,43,11.980043823907572,57.02449567723343,8.008388856925446,35.53719008264463,48.40425531914892,12.08791208791211,74.46808510638297,4.25531914893617,21.27659574468085,50,39.8936170212766,10.106382978723403,15.425531914893623,74.46808510638297,19.148936170212767,6.382978723404255,48.40425531914894
2021-02-03,13630,63.57,1488,3737,52,12.144836203618189,53.602305475504316,6.935654497874946,42.97520661157025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-04,13812,63.57,1482,3396,30,12.309628583328806,53.38616714697406,6.302778344871104,24.793388429752067,40,1.6129032258064528,42.58064516129032,18.70967741935484,38.70967741935484,55.483870967741936,33.5483870967742,10.967741935483872,9.677419354838714,65.16129032258064,25.806451612903224,9.032258064516128,40
2021-02-05,13994,63.57,1398,3260,36,12.474420963039423,50.36023054755043,6.050370260388634,29.75206611570248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-06,14176,63.56,1387,2332,33,12.639213342750041,49.96397694524496,4.3280562721553055,27.27272727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-07,14359,63.55,1383,1013,29,12.80491117509643,49.819884726224785,1.8800690410348733,23.96694214876033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-08,14725,63.55,1384,1505,39,13.13630683978921,49.85590778097983,2.793192405486164,32.231404958677686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-09,15092,63.55,1374,4069,25,13.468607957117761,49.4956772334294,7.551827174699802,20.66115702479339,35.359116022099485,10.9375,62.430939226519335,20.441988950276244,17.12707182320442,54.69613259668509,38.67403314917127,6.629834254143646,12.707182320441976,78.45303867403315,8.83977900552486,12.70718232044199,35.35911602209944
2021-02-10,15458,63.55,1307,4353,27,13.800003621810545,47.0821325648415,8.078914645236726,22.31404958677686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-11,15825,63.55,1312,3804,33,14.132304739139096,47.262247838616716,7.060002598318517,27.27272727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-12,16191,63.55,1239,3569,28,14.463700403831876,44.63256484149856,6.623856275867189,23.140495867768596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-13,16558,63.55,1229,2771,25,14.796001521160429,44.27233429394813,5.142814721330339,20.66115702479339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-14,16925,63.53,1236,1211,28,15.12830263848898,44.524495677233425,2.247545516972588,23.140495867768596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-15,17674,63.53,1280,1901,23,15.806486662682676,46.10951008645533,3.528145357361593,19.00826446280992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-16,18424,63.53,1281,4205,22,16.485576139512144,46.14553314121038,7.804235259182272,18.181818181818183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-17,19173,64.42,1244,4965,34,17.163760163705838,44.81268011527377,9.214751025407843,28.09917355371901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-18,19923,64.42,1234,4134,18,17.842849640535306,44.45244956772335,7.672463391548042,14.87603305785124,55.357142857142904,5.376344086021509,56.547619047619044,4.166666666666666,39.285714285714285,54.166666666666664,38.095238095238095,7.738095238095238,8.333333333333329,73.21428571428571,17.261904761904763,9.523809523809524,55.35714285714286
2021-02-19,20672,64.42,1186,4028,25,18.521033664728996,42.72334293948127,7.475733560995527,20.66115702479339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-20,21422,64.42,1185,2781,29,19.200123141558464,42.68731988472623,5.161374139306991,23.96694214876033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-21,22171,64.39,1189,1599,21,19.878307165752158,42.831412103746395,2.967650934466695,17.355371900826448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-22,22210,64.39,1275,2538,25,19.913619818547293,45.929394812680115,4.7103802824743415,20.66115702479339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-23,22249,64.39,1262,5404,13,19.948932471342424,45.461095100864554,10.029509474582877,10.743801652892563,38.211382113821145,12.765957446808512,62.601626016260155,9.75609756097561,27.64227642276423,60.16260162601627,34.146341463414636,5.691056910569105,9.756097560975604,71.54471544715447,26.01626016260163,2.4390243902439024,38.21138211382114
2021-02-24,22288,64.39,1234,4977,26,19.984245124137555,44.45244956772335,9.237022326979826,21.487603305785125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-25,22327,64.39,1234,4830,20,20.01955777693269,44.45244956772335,8.964198882723037,16.528925619834713,37.6190476190476,0,54.761904761904766,12.380952380952381,32.857142857142854,48.57142857142857,46.666666666666664,4.761904761904762,7.142857142857142,64.76190476190476,20.476190476190474,14.761904761904763,37.61904761904762
2021-02-26,22366,64.39,1247,4582,18,20.05487042972782,44.92074927953891,8.503925316902063,14.87603305785124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-27,22405,64.39,1239,3107,19,20.09018308252295,44.63256484149856,5.766411165345855,15.702479338842975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-28,22444,64.37,1244,1242,25,20.125495735318086,44.81268011527377,2.3050797127002096,20.66115702479339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-01,23128,64.37,1349,2826,24,20.74482533818656,48.59510086455332,5.244891520201927,19.834710743801654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-02,23812,64.37,1337,6189,23,21.364154941055034,48.1628242074928,11.486423785750079,19.00826446280992,42.85714285714285,5.128205128205125,51.64835164835166,4.395604395604396,43.956043956043956,59.34065934065934,35.16483516483517,5.4945054945054945,23.076923076923073,67.03296703296702,29.67032967032967,3.296703296703297,42.857142857142854
2021-03-03,24496,64.37,1336,4869,19,21.983484543923506,48.126801152737755,9.036580612831981,15.702479338842975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-04,25180,64.37,1340,4883,19,22.60281414679198,48.27089337175792,9.062563797999294,15.702479338842975,45.1428571428571,7.594936708860753,52,10.285714285714285,37.714285714285715,58.857142857142854,24,17.142857142857142,17.14285714285714,68.57142857142857,25.71428571428571,5.714285714285714,45.14285714285714
2021-03-05,25864,64.37,1321,4069,15,23.222143749660457,47.586455331412104,7.551827174699802,12.396694214876034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-06,26548,64.37,1315,3452,12,23.84147335252893,47.37031700288185,6.4067110855403575,9.917355371900827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-07,27232,64.36,1317,1451,17,24.460802955397405,47.44236311239193,2.692971548412242,14.049586776859504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-08,27871,64.36,1413,1982,24,25.03938718965611,50.90057636887608,3.6784766429724765,19.834710743801654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-09,28509,64.36,1410,5928,20,25.61706597127904,50.79250720461095,11.002022976559456,16.528925619834713,40.88397790055245,10.810810810810827,58.011049723756905,6.077348066298343,35.91160220994475,55.80110497237569,32.04419889502763,12.154696132596685,16.57458563535912,70.1657458563536,26.519337016574585,3.314917127071823,40.88397790055249
2021-03-10,29148,63.17,1391,5326,21,26.195650205537746,50.10806916426513,9.884746014364989,17.355371900826448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-11,29787,63.17,1390,5332,16,26.77423443979645,50.07204610951008,9.89588166515098,13.223140495867769,42.20532319391638,0,56.27376425855514,16.34980988593156,27.376425855513308,61.21673003802282,34.98098859315589,3.802281368821293,22.053231939163496,66.15969581749049,19.39163498098859,14.44866920152091,42.20532319391635
2021-03-12,30425,63.17,1409,4994,19,27.351913221419387,50.75648414985591,9.268573337540134,15.702479338842975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-13,31064,63.17,1412,3953,19,27.930497455678093,50.86455331412104,7.336537926170636,15.702479338842975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-14,31703,63.16,1417,1040,22,28.5090816899368,51.04466858789626,1.9301794695718342,18.181818181818183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-15,30747,63.16,1549,2714,21,27.643468970138173,55.799711815561956,5.037026038863422,17.355371900826448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-16,29792,63.16,1536,6786,15,26.778761702975316,55.3314121037464,12.594421038956218,12.396694214876034,38.647342995169055,10.00000000000001,71.01449275362319,6.280193236714976,22.705314009661837,51.690821256038646,43.47826086956522,4.830917874396135,25.120772946859894,72.94685990338165,23.18840579710145,3.864734299516908,38.64734299516908
2021-03-17,28836,63.16,1500,6431,19,25.913148983176693,54.03458213256484,11.935561700785064,15.702479338842975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-18,27880,64.35,1500,5736,18,25.047536263378063,54.03458213256484,10.645682151407732,14.87603305785124,68.1481481481482,5.978260869565206,68.88888888888889,1.1111111111111112,30,65.92592592592592,29.259259259259256,4.814814814814815,17.037037037037038,78.51851851851852,18.88888888888889,2.5925925925925926,68.14814814814815
2021-03-19,26925,64.35,1535,5406,11,24.182828996215207,55.29538904899135,10.033221358178206,9.090909090909092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-20,25969,64.35,1530,4380,25,23.31721627641658,55.11527377521613,8.129025073773686,20.66115702479339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,25013,64.33,1533,1579,18,22.451603556617954,55.22334293948127,2.9305320985133907,14.87603305785124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-22,25499,64.33,1645,2687,16,22.89165353760345,59.25792507204611,4.98691561032646,13.223140495867769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-23,25985,64.33,1643,7652,14,23.33170351858894,59.18587896253602,14.201666635734304,11.570247933884298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,26471,64.33,1633,7706,16,23.771753499574437,58.82564841498559,14.301887492808227,13.223140495867769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-25,26957,64.33,1623,6365,22,24.211803480559933,58.46541786743516,11.813069542139159,18.181818181818183,46.60633484162895,0,58.371040723981906,8.144796380090497,33.4841628959276,44.79638009049774,52.94117647058824,2.262443438914027,16.289592760181005,66.06334841628959,23.52941176470588,10.407239819004525,46.60633484162896
2021-03-26,27443,64.33,1628,6294,22,24.651853461545425,58.64553314121037,11.681297674504927,18.181818181818183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-27,27929,64.33,1627,5196,19,25.09190344253092,58.60951008645533,9.64347358066851,15.702479338842975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-28,28415,64.31,1630,1980,17,25.53195342351642,58.71757925072046,3.6747647593771458,14.049586776859504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-29,29797,64.31,1790,2962,23,26.783288966154178,64.48126801152738,5.497299604684397,19.00826446280992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-30,31179,64.31,1798,8468,16,28.034624508791943,64.76945244956772,15.716115142629128,13.223140495867769,33.823529411764675,0,51.9607843137255,10.294117647058822,37.745098039215684,47.549019607843135,37.745098039215684,14.705882352941178,8.823529411764708,61.76470588235294,33.33333333333333,4.901960784313726,33.82352941176471
2021-03-31,32562,64.31,1790,8290,24,29.286865504065485,64.48126801152738,15.385757502644717,19.834710743801654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-01,33944,60.74,1787,6976,25,30.538201046703247,64.37319884726224,12.947049980512611,20.66115702479339,33.7662337662338,11.538461538461558,52.38095238095239,14.71861471861472,32.900432900432904,40.25974025974026,52.38095238095239,7.35930735930736,14.285714285714285,76.62337662337663,17.74891774891775,5.627705627705628,33.76623376623377
2021-04-02,35326,60.74,1741,6836,22,31.78953658934101,62.716138328530256,12.687218128839481,18.181818181818183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-03,36709,60.74,1736,3403,18,33.04177758461455,62.53602305475504,6.315769937454761,14.87603305785124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-04,38091,60.72,1746,1449,14,34.29311312725231,62.89625360230547,2.689259664816911,11.570247933884298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-05,39736,60.72,1863,3103,24,35.78258271309828,67.11095100864554,5.758987398155194,19.834710743801654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-06,41381,60.72,1871,6813,13,37.27205229894424,67.39913544668588,12.64453146749318,10.743801652892563,56.95652173913046,8.396946564885496,46.08695652173913,8.695652173913043,45.21739130434783,58.69565217391305,31.30434782608696,10,14.782608695652177,60.86956521739131,37.391304347826086,1.7391304347826086,56.95652173913044
2021-04-07,43026,60.72,1967,7824,22,38.761521884790206,70.85734870317003,14.520888624932724,18.181818181818183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-08,44671,60.72,1961,7760,22,40.25099147063617,70.64121037463977,14.402108349882148,18.181818181818183,49.295774647887335,0,46.478873239436616,14.084507042253522,39.436619718309856,49.29577464788733,42.25352112676056,8.450704225352112,14.788732394366194,52.816901408450704,38.732394366197184,8.450704225352112,49.29577464788733
2021-04-09,46316,60.72,1977,7626,24,41.74046105648214,71.21757925072046,14.153412148995006,19.834710743801654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-10,47961,60.72,1971,5626,11,43.2299306423281,71.00144092219021,10.441528553664558,9.090909090909092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-11,49606,60.69,1978,2390,17,44.71940022817407,71.25360230547551,4.435700896419888,14.049586776859504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-12,52241,60.69,2082,3471,16,47.10526792343492,75,6.441973979695997,13.223140495867769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-13,54877,60.69,2068,8870,21,49.49204107133156,74.49567723342939,16.462203745290548,17.355371900826448,29.374999999999996,6.382978723404256,46.25,10.625,43.125,57.49999999999999,33.75,8.75,12.5,60,40,0,29.375
2021-04-14,57512,60.69,2032,7093,28,51.87790876659242,73.19884726224784,13.164195170839443,23.140495867768596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-15,60148,60.69,2031,7665,25,54.26468191448905,73.16282420749279,14.225793879103952,20.66115702479339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-16,62783,60.69,2070,6440,15,56.65054960974991,74.56772334293949,11.95226517696405,12.396694214876034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-17,65419,60.69,2072,4983,20,59.03732275764655,74.63976945244957,9.248157977765818,16.528925619834713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-18,68054,60.67,2077,2514,16,61.423190452907406,74.81988472622479,4.665837679330377,13.223140495867769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-19,67349,60.67,2141,2713,15,60.78484634468771,77.12536023054754,5.035170097065756,12.396694214876034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-20,66643,60.67,2135,7538,26,60.14559678383223,76.9092219020173,13.990089270800468,21.487603305785125,44.07582938388626,12.903225806451617,64.45497630331754,3.3175355450236967,32.22748815165877,54.502369668246445,38.862559241706165,6.6350710900473935,2.369668246445501,76.77725118483413,21.80094786729858,1.4218009478672986,44.07582938388626
2021-04-21,65938,60.67,2053,7706,24,59.50725267561254,73.95533141210375,14.301887492808227,19.834710743801654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-22,65233,60.67,2046,6248,16,58.86890856739284,73.70317002881845,11.595924351812327,13.223140495867769,49.67741935483873,5.844155844155857,40.64516129032258,15.161290322580644,44.193548387096776,52.58064516129032,33.87096774193548,13.548387096774196,12.903225806451621,57.41935483870968,38.064516129032256,4.516129032258064,49.67741935483871
2021-04-23,64527,60.67,2017,5501,17,58.22965900653737,72.65850144092218,10.209535828956403,14.049586776859504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-24,63822,60.67,2016,4568,13,57.59131489831767,72.62247838616715,8.477942131734748,10.743801652892563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-25,63117,60.66,2020,1756,20,56.952970790097964,72.76657060518733,3.2590337967001357,16.528925619834713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-26,62280,60.66,1996,3069,11,56.19510693395628,71.90201729106627,5.6958853770345765,9.090909090909092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-27,61444,60.66,1990,7267,23,55.43814853045037,71.68587896253602,13.487129043633193,19.00826446280992,40.625,1.0989010989011005,57.58928571428571,10.714285714285714,31.69642857142857,50.89285714285714,46.875,2.232142857142857,19.64285714285715,67.85714285714286,30.357142857142854,1.7857142857142856,40.625
2021-04-28,60608,60.66,1916,7144,21,54.68119012694446,69.02017291066282,13.258848202520369,17.355371900826448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-04-29,59772,60.66,1919,5931,19,53.924231723438545,69.12824207492795,11.007590801952452,15.702479338842975,43.54066985645934,2.197802197802197,50.717703349282296,6.698564593301436,42.58373205741627,51.674641148325364,41.14832535885167,7.177033492822966,13.397129186602855,66.98564593301435,29.1866028708134,3.827751196172249,43.54066985645933
2021-04-30,58936,60.66,1878,5424,17,53.16727331993264,67.65129682997119,10.066628310536181,14.049586776859504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-01,58099,60.66,1875,4753,12,52.409409463790944,67.54322766570606,8.821291364302814,9.917355371900827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-02,57263,60.65,1880,1718,12,51.65245106028503,67.72334293948127,3.1885080083888564,9.917355371900827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-03,58466,62.08,1849,3068,19,52.741710581119506,66.60662824207493,5.694029435236911,15.702479338842975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-04,59670,62.08,1845,7035,13,53.831875554589736,66.46253602305475,13.05655054657486,10.743801652892563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-05,60873,62.08,1730,6482,17,54.92113507542421,62.319884726224785,12.03021473246599,14.049586776859504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-06,62076,62.08,1743,5716,10,56.01039459625867,62.788184438040354,10.608563315454427,8.264462809917356,60.19900497512438,5.785123966942146,53.233830845771145,6.218905472636816,40.547263681592035,54.47761194029851,36.318407960199,9.203980099502488,4.22885572139304,71.8905472636816,24.129353233830848,3.9800995024875623,60.19900497512438
2021-05-07,63280,62.08,1707,5244,13,57.1005595697289,61.491354466858795,9.73255878695644,10.743801652892563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-08,64483,62.08,1709,4476,19,58.189819090563375,61.56340057636888,8.30719548634955,15.702479338842975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-09,65686,62.04,1708,1657,16,59.27907861139784,61.527377521613836,3.075295558731278,13.223140495867769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-10,65014,62.04,1720,2460,22,58.67061444015863,61.95965417867435,4.565616822256454,18.181818181818183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-11,64341,62.04,1716,6311,10,58.06124481628366,61.815561959654175,11.712848685065236,8.264462809917356,65.66265060240963,7.339449541284424,42.77108433734939,7.83132530120482,49.39759036144578,71.6867469879518,21.084337349397593,7.228915662650602,12.650602409638559,60.8433734939759,30.120481927710845,9.036144578313253,65.66265060240963
