date,vax,SPHM,TH,CC,CD,VAX100,TH100,CC100,CD100,evidence_rate,country_source_rate,neutral_frame_rate,moderate_frame_rate,dangerous_frame_rate,neutral_measure_rate,mitigation_measure_rate,suppression_measure_rate,source_rate,neutral_emotion_rate,negative_emotion_rate,positive_emotion_rate,evidence_full
2021-03-18,27880,64.35,1500,5736,18,25.047536263378063,54.03458213256484,10.645682151407732,14.87603305785124,68.1481481481482,5.978260869565206,68.88888888888889,1.1111111111111112,30,65.92592592592592,29.259259259259256,4.814814814814815,17.037037037037038,78.51851851851852,18.88888888888889,2.5925925925925926,75.92592592592592
2021-03-25,26957,64.33,1623,6365,22,24.211803480559933,58.46541786743516,11.813069542139159,18.181818181818183,46.60633484162895,0,58.371040723981906,8.144796380090497,33.4841628959276,44.79638009049774,52.94117647058824,2.262443438914027,16.289592760181005,66.06334841628959,23.52941176470588,10.407239819004525,57.01357466063348
2021-03-30,31179,64.31,1798,8468,16,28.034624508791943,64.76945244956772,15.716115142629128,13.223140495867769,33.823529411764675,0,51.9607843137255,10.294117647058822,37.745098039215684,47.549019607843135,37.745098039215684,14.705882352941178,8.823529411764708,61.76470588235294,33.33333333333333,4.901960784313726,41.17647058823529
2021-04-01,33944,60.74,1787,6976,25,30.538201046703247,64.37319884726224,12.947049980512611,20.66115702479339,33.7662337662338,11.538461538461558,52.38095238095239,14.71861471861472,32.900432900432904,40.25974025974026,52.38095238095239,7.35930735930736,14.285714285714285,76.62337662337663,17.74891774891775,5.627705627705628,44.15584415584416
2021-04-06,41381,60.72,1871,6813,13,37.27205229894424,67.39913544668588,12.64453146749318,10.743801652892563,56.95652173913046,8.396946564885496,46.08695652173913,8.695652173913043,45.21739130434783,58.69565217391305,31.30434782608696,10,14.782608695652177,60.86956521739131,37.391304347826086,1.7391304347826086,66.95652173913044
2021-04-08,44671,60.72,1961,7760,22,40.25099147063617,70.64121037463977,14.402108349882148,18.181818181818183,49.295774647887335,0,46.478873239436616,14.084507042253522,39.436619718309856,49.29577464788733,42.25352112676056,8.450704225352112,14.788732394366194,52.816901408450704,38.732394366197184,8.450704225352112,58.45070422535211
2021-04-13,54877,60.69,2068,8870,21,49.49204107133156,74.49567723342939,16.462203745290548,17.355371900826448,29.374999999999996,6.382978723404256,46.25,10.625,43.125,57.49999999999999,33.75,8.75,12.5,60,40,0,40
2021-04-20,66643,60.67,2135,7538,26,60.14559678383223,76.9092219020173,13.990089270800468,21.487603305785125,44.07582938388626,12.903225806451617,64.45497630331754,3.3175355450236967,32.22748815165877,54.502369668246445,38.862559241706165,6.6350710900473935,2.369668246445501,76.77725118483413,21.80094786729858,1.4218009478672986,45.023696682464454
2021-04-22,65233,60.67,2046,6248,16,58.86890856739284,73.70317002881845,11.595924351812327,13.223140495867769,49.67741935483873,5.844155844155857,40.64516129032258,15.161290322580644,44.193548387096776,52.58064516129032,33.87096774193548,13.548387096774196,12.903225806451621,57.41935483870968,38.064516129032256,4.516129032258064,58.06451612903226
2021-04-27,61444,60.66,1990,7267,23,55.43814853045037,71.68587896253602,13.487129043633193,19.00826446280992,40.625,1.0989010989011005,57.58928571428571,10.714285714285714,31.69642857142857,50.89285714285714,46.875,2.232142857142857,19.64285714285715,67.85714285714286,30.357142857142854,1.7857142857142856,49.107142857142854
2021-04-29,59772,60.66,1919,5931,19,53.924231723438545,69.12824207492795,11.007590801952452,15.702479338842975,43.54066985645934,2.197802197802197,50.717703349282296,6.698564593301436,42.58373205741627,51.674641148325364,41.14832535885167,7.177033492822966,13.397129186602855,66.98564593301435,29.1866028708134,3.827751196172249,52.63157894736842
2021-05-06,62076,62.08,1743,5716,10,56.01039459625867,62.788184438040354,10.608563315454427,8.264462809917356,60.19900497512438,5.785123966942146,53.233830845771145,6.218905472636816,40.547263681592035,54.47761194029851,36.318407960199,9.203980099502488,4.22885572139304,71.8905472636816,24.129353233830848,3.9800995024875623,63.43283582089553
2021-05-11,64341,62.04,1716,6311,10,58.06124481628366,61.815561959654175,11.712848685065236,8.264462809917356,65.66265060240963,7.339449541284424,42.77108433734939,7.83132530120482,49.39759036144578,71.6867469879518,21.084337349397593,7.228915662650602,12.650602409638559,60.8433734939759,30.120481927710845,9.036144578313253,71.08433734939759
2021-05-20,63310,61.99,1300,3166,12,57.12772314880209,46.829971181556196,5.875911731408103,9.917355371900827,41.77215189873415,2.0202020202020203,59.07172995780591,14.345991561181433,26.582278481012654,56.540084388185655,34.59915611814346,8.860759493670885,10.548523206751055,77.63713080168776,16.033755274261605,6.329113924050633,50.63291139240506
2021-05-27,67553,60.73,931,92,7,60.969558682385326,33.53746397694525,0.1707466453852007,5.785123966942149,45.06666666666681,11.242603550295879,58.666666666666664,16.8,24.53333333333333,54.666666666666664,31.466666666666665,13.866666666666665,14.133333333333312,76.8,20,3.2,53.06666666666666
2021-06-10,91625,55.99,481,729,3,82.7656145307039,17.327089337175792,1.352981570497949,2.479338842975207,43.627450980392155,11.23595505617978,64.70588235294117,7.8431372549019605,27.450980392156865,56.86274509803921,38.72549019607843,4.411764705882353,8.333333333333332,73.0392156862745,15.196078431372548,11.76470588235294,48.03921568627451
2021-06-17,105020,54.95,389,2190,1,94.89415258687818,14.012968299711815,4.064512536886843,0.8264462809917356,48.897058823529406,7.518796992481194,72.42647058823529,7.720588235294118,19.852941176470587,59.55882352941176,36.029411764705884,4.411764705882353,12.132352941176487,75.73529411764706,12.5,11.76470588235294,57.720588235294116
2021-06-24,99580,54.8,270,373,2,89.96849024827512,9.7262247838616709,0.692266290529129,1.6528925619834711,52.10084033613446,4.838709677419352,72.68907563025209,9.243697478991598,18.067226890756302,53.78151260504202,42.436974789915965,3.7815126050420167,10.504201680672285,72.68907563025209,15.546218487394958,11.76470588235294,57.56302521008403
2021-07-01,99101,51.11,211,284,1,89.53477843574002,7.600864553314121,0.527087470536924,0.8264462809917356,46.31901840490794,7.947019867549672,62.88343558282209,14.723926380368098,22.392638036809817,44.47852760736196,42.63803680981595,12.883435582822086,9.202453987730067,79.14110429447852,12.576687116564417,8.282208588957054,50
2021-08-12,63354,38.95,161,1040,2,57.16756306477608,5.79971181556196,1.9301794695718342,1.6528925619834711,32.42320819112634,12.6315789473684,48.122866894197955,21.501706484641637,30.37542662116041,51.19453924914675,40.955631399317404,7.849829351535837,12.62798634812287,67.91808873720136,21.160409556313994,10.921501706484642,43.68600682593857
2021-08-19,71733,38.84,205,1028,2,64.75435069991488,7.384726224783862,1.9079081679998513,1.6528925619834711,58.43373493975905,6.185567010309292,59.63855421686747,4.216867469879518,36.144578313253014,43.373493975903614,50.602409638554214,6.024096385542169,11.445783132530124,75.30120481927712,21.084337349397593,3.614457831325301,62.65060240963856
2021-09-02,59789,38.57,320,1425,6,53.93962441824668,11.527377521613833,2.644717061672946,4.958677685950414,48.32535885167468,4.950495049504948,61.24401913875598,8.133971291866029,30.62200956937799,40.66985645933015,56.45933014354066,2.8708133971291865,23.923444976076564,77.03349282296651,22.00956937799043,0.9569377990430622,60.76555023923444
2021-09-09,46252,38.47,329,1479,8,41.68251208779269,11.851585014409222,2.744937918746868,6.6115702479338845,27.376425855513325,0,69.20152091254754,7.604562737642586,23.193916349809886,40.3041825095057,52.47148288973384,7.224334600760455,6.463878326996188,83.26996197718631,8.745247148288973,7.984790874524715,33.07984790874524
2021-09-16,37058,38.39,299,994,12,33.35778055449919,10.770893371757925,1.844806146879234,9.917355371900827,49.246231155778894,9.183673469387744,67.8391959798995,4.522613065326634,27.63819095477387,45.7286432160804,48.743718592964825,5.527638190954774,8.040201005025114,81.90954773869346,11.557788944723619,6.532663316582915,52.76381909547738
2021-09-23,29798,38.33,271,771,6,26.78419441878995,9.762247838616716,1.4309311259998887,4.958677685950414,38.64541832669323,8.24742268041238,56.573705179282875,5.577689243027888,37.84860557768924,41.43426294820717,52.589641434262944,5.9760956175298805,7.17131474103586,70.91633466135458,21.91235059760956,7.171314741035857,45.81673306772908
2021-09-30,24055,26.99,249,766,5,21.58417993154778,8.969740634005765,1.4216514170115626,4.132231404958678,43.0232558139535,5.40540540540541,83.72093023255815,4.651162790697675,11.627906976744185,31.3953488372093,61.627906976744185,6.976744186046512,17.441860465116278,86.04651162790698,12.790697674418606,1.1627906976744187,60.46511627906976
2021-10-07,21471,26.95,233,741,8,19.244490320711325,8.393371757925072,1.375252872069932,6.6115702479338845,54.76190476190478,0,69.04761904761905,7.142857142857142,23.809523809523807,41.66666666666667,58.333333333333336,0,7.14285714285714,82.14285714285714,11.904761904761903,5.952380952380952,61.904761904761905
2021-10-14,25836,26.92,210,668,4,23.196791075858822,7.564841498559077,1.2397691208403705,3.3057851239669422,48.275862068965544,3.571428571428572,65.51724137931035,0.5747126436781609,33.90804597701149,45.97701149425287,44.252873563218394,9.770114942528735,11.494252873563216,82.18390804597702,14.942528735632186,2.8735632183908044,55.74712643678161
2021-10-21,29101,26.9,216,777,4,26.153093931656436,7.780979827089338,1.4420667767858801,3.3057851239669422,54.6875,11.428571428571436,52.34375,7.03125,40.625,48.4375,50.78125,0.78125,9.375,71.09375,15.625,13.28125,60.9375
2021-10-28,28913,26.89,233,1079,6,25.982868836131185,8.393371757925072,2.002561199680778,4.958677685950414,43.548387096774185,0,65.32258064516128,3.225806451612903,31.451612903225808,40.32258064516129,56.451612903225815,3.225806451612903,13.709677419354835,76.61290322580645,19.35483870967742,4.032258064516129,50.806451612903224
2021-11-04,23105,26.87,233,826,2,20.72399992756379,8.393371757925072,1.533007924871476,1.6528925619834711,38.255033557047014,5.263157894736845,62.41610738255034,14.76510067114094,22.818791946308725,46.97986577181208,46.97986577181208,6.0402684563758395,19.463087248322132,79.19463087248322,17.449664429530202,3.3557046979865772,45.63758389261745
2021-11-11,33677,26.86,248,925,8,30.296445192951953,8.93371757925072,1.7167461628403335,6.6115702479338845,40.00000000000007,4.716981132075464,73.20754716981132,5.660377358490567,21.132075471698116,42.26415094339623,55.094339622641506,2.6415094339622645,5.283018867924526,83.01886792452831,11.320754716981133,5.660377358490567,45.28301886792453
2021-11-18,52309,26.84,263,1130,4,47.16683870266746,9.474063400576368,2.0972142313617046,3.3057851239669422,30,8.333333333333332,76.25,12.5,11.25,35,63.74999999999999,1.25,1.250000000000002,78.75,15,6.25,31.25
2021-11-25,59708,26.82,301,2114,0,53.86628275474909,10.842939481268012,3.9234609602642863,0,47.179487179487175,3.2608695652173956,63.07692307692307,9.230769230769232,27.692307692307693,20.51282051282051,71.28205128205128,8.205128205128204,5.641025641025648,83.58974358974359,12.307692307692308,4.102564102564102,49.743589743589745
2021-12-02,61626,26.79,328,2208,4,55.60294091016099,11.815561959654179,4.097919489244817,3.3057851239669422,42.25941422594148,10.891089108910888,57.74058577405857,7.531380753138076,34.72803347280335,32.63598326359833,55.64853556485355,11.715481171548117,6.694560669456055,74.89539748953975,20.0836820083682,5.02092050209205,48.11715481171548
2021-12-09,64820,26.77,403,3072,6,58.49495662881875,14.51729106628242,5.701453202427572,4.958677685950414,44.244604316546734,8.130081300813016,69.06474820143885,9.352517985611511,21.58273381294964,33.81294964028777,61.51079136690647,4.676258992805756,8.633093525179856,79.49640287769785,16.546762589928058,3.9568345323741005,51.07913669064749
2021-12-16,72582,26.74,512,4116,10,65.52307998768583,18.443804034582133,7.6390564391900675,8.264462809917356,39.68871595330746,5.882352941176483,45.91439688715953,13.229571984435799,40.856031128404666,43.96887159533074,42.80155642023346,13.229571984435799,14.785992217898835,58.36575875486382,30.35019455252918,11.284046692607005,53.30739299610895
