"date","stringencyIndex","mean.stringencyIndex.week","stringencyPHM","mean.stringencyPHM.week"
"2021-12-18",34.1,36.9,34.4,38.4
"2021-12-19",34.1,36.9,34.4,38.4
"2021-12-20",39,36.9,41.4,38.4
"2021-12-21",39,36.9,41.4,38.4
"2021-12-22",39,36.9,41.4,38.4
"2021-12-23",39,36.9,41.4,38.4
"2021-12-24",39,41.9285714285714,41.4,45.5285714285714
"2021-12-25",39,41.9285714285714,41.4,45.5285714285714
"2021-12-26",41.9,41.9285714285714,45.5,45.5285714285714
"2021-12-27",41.9,41.9285714285714,45.5,45.5285714285714
"2021-12-28",41.9,41.9285714285714,45.5,45.5285714285714
"2021-12-29",44.9,41.9285714285714,49.7,45.5285714285714
"2021-12-30",44.9,41.9285714285714,49.7,45.5285714285714
"2021-12-31",55.5,55.5,64.8,64.8
"2022-01-01",55.5,59,64.8,69.7285714285714
"2022-01-02",55.5,59,64.8,69.7285714285714
"2022-01-03",60.4,59,71.7,69.7285714285714
"2022-01-04",60.4,59,71.7,69.7285714285714
"2022-01-05",60.4,59,71.7,69.7285714285714
"2022-01-06",60.4,59,71.7,69.7285714285714
"2022-01-07",60.4,59,71.7,69.7285714285714
"2022-01-08",60.4,60.4,71.7,71.7
"2022-01-09",60.4,60.4,71.7,71.7
"2022-01-10",60.4,60.4,71.7,71.7
"2022-01-11",60.4,60.4,71.7,71.7
"2022-01-12",60.4,60.4,71.7,71.7
"2022-01-13",60.4,60.4,71.7,71.7
"2022-01-14",60.4,60.4,71.7,71.7
"2022-01-15",60.4,56.1,71.7,65.6285714285714
"2022-01-16",60.4,56.1,71.7,65.6285714285714
"2022-01-17",50.6,56.1,57.8,65.6285714285714
"2022-01-18",50.6,56.1,57.8,65.6285714285714
"2022-01-19",56.9,56.1,66.8,65.6285714285714
"2022-01-20",56.9,56.1,66.8,65.6285714285714
"2022-01-21",56.9,56.1,66.8,65.6285714285714
"2022-01-22",56.9,57.2142857142857,66.8,65.6
"2022-01-23",56.9,57.2142857142857,66.8,65.6
"2022-01-24",56.9,57.2142857142857,66.8,65.6
"2022-01-25",58.9,57.2142857142857,66.8,65.6
"2022-01-26",58.9,57.2142857142857,66.8,65.6
"2022-01-27",56,57.2142857142857,62.6,65.6
"2022-01-28",56,57.2142857142857,62.6,65.6
"2022-01-29",56,52.4142857142857,62.6,57.5571428571429
"2022-01-30",56,52.4142857142857,62.6,57.5571428571429
"2022-01-31",53.5,52.4142857142857,59.1,57.5571428571429
"2022-02-01",53.5,52.4142857142857,59.1,57.5571428571429
"2022-02-02",53.5,52.4142857142857,59.1,57.5571428571429
"2022-02-03",47.2,52.4142857142857,50.2,57.5571428571429
"2022-02-04",47.2,52.4142857142857,50.2,57.5571428571429
"2022-02-05",47.2,47.2,50.2,50.2
"2022-02-06",47.2,47.2,50.2,50.2
"2022-02-07",47.2,47.2,50.2,50.2
"2022-02-08",47.2,47.2,50.2,50.2
"2022-02-09",47.2,47.2,50.2,50.2
"2022-02-10",47.2,47.2,50.2,50.2
"2022-02-11",47.2,47.2,50.2,50.2
"2022-02-12",46.8,43.8428571428571,49.6,46.6
"2022-02-13",46.8,43.8428571428571,49.6,46.6
"2022-02-14",43.8,43.8428571428571,45.4,46.6
"2022-02-15",43.8,43.8428571428571,45.4,46.6
"2022-02-16",41.9,43.8428571428571,45.4,46.6
"2022-02-17",41.9,43.8428571428571,45.4,46.6
"2022-02-18",41.9,43.8428571428571,45.4,46.6
"2022-02-19",41.9,41.9,45.4,45.4
"2022-02-20",41.9,41.9,45.4,45.4
"2022-02-21",41.9,41.9,45.4,45.4
"2022-02-22",41.9,41.9,45.4,45.4
"2022-02-23",41.9,41.9,45.4,45.4
"2022-02-24",41.9,41.9,45.4,45.4
"2022-02-25",41.9,41.9,45.4,45.4
"2022-02-26",41.9,33.3285714285714,45.4,33.3285714285714
"2022-02-27",41.9,33.3285714285714,45.4,33.3285714285714
"2022-02-28",29.9,33.3285714285714,28.5,33.3285714285714
"2022-03-01",29.9,33.3285714285714,28.5,33.3285714285714
"2022-03-02",29.9,33.3285714285714,28.5,33.3285714285714
"2022-03-03",29.9,33.3285714285714,28.5,33.3285714285714
"2022-03-04",29.9,33.3285714285714,28.5,33.3285714285714
"2022-03-05",29.9,29.9,28.5,28.5
"2022-03-06",29.9,29.9,28.5,28.5
"2022-03-07",29.9,29.9,28.5,28.5
"2022-03-08",29.9,29.9,28.5,28.5
"2022-03-09",29.9,29.9,28.5,28.5
"2022-03-10",29.9,29.9,28.5,28.5
"2022-03-11",29.9,29.9,28.5,28.5
"2022-03-12",20.1,17.3142857142857,14.6,14.6
"2022-03-13",20.1,17.3142857142857,14.6,14.6
"2022-03-14",16.2,17.3142857142857,14.6,14.6
"2022-03-15",16.2,17.3142857142857,14.6,14.6
"2022-03-16",16.2,17.3142857142857,14.6,14.6
"2022-03-17",16.2,17.3142857142857,14.6,14.6
"2022-03-18",16.2,17.3142857142857,14.6,14.6
"2022-03-19",16.2,16.2,14.6,14.6
"2022-03-20",16.2,16.2,14.6,14.6
"2022-03-21",16.2,16.2,14.6,14.6
"2022-03-22",16.2,16.2,14.6,14.6
"2022-03-23",16.2,16.2,14.6,14.6
"2022-03-24",16.2,16.2,14.6,14.6
"2022-03-25",16.2,16.2,14.6,14.6
"2022-03-26",16.2,16.2,14.6,14.6
"2022-03-27",16.2,16.2,14.6,14.6
"2022-03-28",16.2,16.2,14.6,14.6
"2022-03-29",16.2,16.2,14.6,14.6
"2022-03-30",16.2,16.2,14.6,14.6
"2022-03-31",16.2,16.2,14.6,14.6
"2022-04-01",16.2,16.2,14.6,14.6
"2022-04-02",16.2,16.2,14.6,14.6
"2022-04-03",16.2,16.2,14.6,14.6
"2022-04-04",16.2,16.2,14.6,14.6
"2022-04-05",16.2,16.2,14.6,14.6
"2022-04-06",16.2,16.2,14.6,14.6
"2022-04-07",16.2,16.2,14.6,14.6
"2022-04-08",16.2,16.2,14.6,14.6
"2022-04-09",16.2,16.2,14.6,14.6
"2022-04-10",16.2,16.2,14.6,14.6
"2022-04-11",16.2,16.2,14.6,14.6
"2022-04-12",16.2,16.2,14.6,14.6
"2022-04-13",16.2,16.2,14.6,14.6
"2022-04-14",16.2,16.2,14.6,14.6
"2022-04-15",16.2,16.2,14.6,14.6
"2022-04-16",16.2,16.2,14.6,14.6
"2022-04-17",16.2,16.2,14.6,14.6
"2022-04-18",16.2,16.2,14.6,14.6
"2022-04-19",16.2,16.2,14.6,14.6
"2022-04-20",16.2,16.2,14.6,14.6
"2022-04-21",16.2,16.2,14.6,14.6
"2022-04-22",16.2,16.2,14.6,14.6
"2022-04-23",16.2,16.2,14.6,14.6
"2022-04-24",16.2,16.2,14.6,14.6
"2022-04-25",16.2,16.2,14.6,14.6
"2022-04-26",16.2,16.2,14.6,14.6
"2022-04-27",16.2,16.2,14.6,14.6
"2022-04-28",16.2,16.2,14.6,14.6
"2022-04-29",16.2,16.2,14.6,14.6
"2022-04-30",16.2,16.2,14.6,14.6
"2022-05-01",16.2,16.2,14.6,14.6
"2022-05-02",16.2,16.2,14.6,14.6
"2022-05-03",16.2,16.2,14.6,14.6
"2022-05-04",16.2,16.2,14.6,14.6
"2022-05-05",16.2,16.2,14.6,14.6
"2022-05-06",16.2,16.2,14.6,14.6
"2022-05-07",16.2,16.2,14.6,14.6
"2022-05-08",16.2,16.2,14.6,14.6
"2022-05-09",16.2,16.2,14.6,14.6
"2022-05-10",16.2,16.2,14.6,14.6
"2022-05-11",16.2,16.2,14.6,14.6
"2022-05-12",16.2,16.2,14.6,14.6
"2022-05-13",16.2,16.2,14.6,14.6
"2022-05-14",5.9,5.9,0,0
"2022-05-15",5.9,5.9,0,0
"2022-05-16",5.9,5.9,0,0
"2022-05-17",NA,5.9,NA,0
"2022-05-18",NA,5.9,NA,0
"2022-05-19",NA,5.9,NA,0
"2022-05-20",NA,5.9,NA,0
"2022-05-21",NA,NA,NA,NA
"2022-05-22",NA,NA,NA,NA
"2022-05-23",NA,NA,NA,NA
"2022-05-24",NA,NA,NA,NA
"2022-05-25",NA,NA,NA,NA
"2022-05-26",NA,NA,NA,NA
"2022-05-27",NA,NA,NA,NA
"2022-05-28",NA,NA,NA,NA
"2022-05-29",NA,NA,NA,NA
"2022-05-30",NA,NA,NA,NA
